"wu_name","node_name","start_blast","end_blast","start_blast_epoch","end_blast_epoch","ID","sent","received","diff_sent","diff_rec","diff_blast","diff_all","diff_server_client"
"blast500k_test_pub_fileFULL_gr_1105","IS24T-06XX291-DT","Tue 11/17/2015-20:39:41.67","Tue 11/17/2015-20:57:17.21",1447767581,1447768637,19392,1447767568,1447768664,13,27,1056,1096,40
"blast500k_test_pub_fileFULL_gr_1106","IS24T-06XX292-DT","Tue 11/17/2015-20:47:23.77","Tue 11/17/2015-21:00:05.17",1447768043,1447768805,19393,1447768099,1447768887,-56,82,762,788,26
"blast500k_test_pub_fileFULL_gr_1107","IS24T-06XX271-DT","Tue 11/17/2015-20:25:29.42","Tue 11/17/2015-20:38:10.71",1447766729,1447767490,19394,1447766702,1447767505,27,15,761,803,42
"blast500k_test_pub_fileFULL_gr_1108","IS24T-06XX288-DT","Tue 11/17/2015-20:30:11.37","Tue 11/17/2015-20:49:01.06",1447767011,1447768141,19395,1447766967,1447768155,44,14,1130,1188,58
"blast500k_test_pub_fileFULL_gr_1109","IS24T-06XX271-DT","Tue 11/17/2015-20:39:30.46","Tue 11/17/2015-20:49:14.55",1447767570,1447768154,19396,1447767559,1447768172,11,18,584,613,29
"blast500k_test_pub_fileFULL_gr_111","IS24T-06XX209-DT","Tue 11/17/2015-17:42:31.64","Tue 11/17/2015-17:56:48.75",1447756951,1447757808,18398,1447756939,1447757875,12,67,857,936,79
"blast500k_test_pub_fileFULL_gr_1110","IS24T-06XX292-DT","Tue 11/17/2015-21:00:31.95","Tue 11/17/2015-21:13:59.11",1447768831,1447769639,19397,1447768875,1447769721,-44,82,808,846,38
"blast500k_test_pub_fileFULL_gr_1111","IS24T-06XX262-DT","Tue 11/17/2015-20:27:46.94","Tue 11/17/2015-20:43:31.03",1447766866,1447767811,19398,1447766849,1447767839,17,28,945,990,45
"blast500k_test_pub_fileFULL_gr_1112","IS24T-06XX258-DT","Tue 11/17/2015-20:50:15.96","Tue 11/17/2015-21:09:10.08",1447768215,1447769350,19399,1447768177,1447769365,38,15,1135,1188,53
"blast500k_test_pub_fileFULL_gr_1113","IS24T-06XX284-DT","Tue 11/17/2015-20:59:38.39","Tue 11/17/2015-21:28:01.06",1447768778,1447770481,19400,1447768789,1447770545,-11,64,1703,1756,53
"blast500k_test_pub_fileFULL_gr_1114","IS24T-06XX262-DT","Tue 11/17/2015-20:38:45.39","Tue 11/17/2015-20:59:39.65",1447767525,1447768779,19401,1447767497,1447768805,28,26,1254,1308,54
"blast500k_test_pub_fileFULL_gr_1115","IS24T-06XX294-DT","Tue 11/17/2015-20:30:12.45","Tue 11/17/2015-20:42:28.58",1447767012,1447767748,19402,1447766999,1447767774,13,26,736,775,39
"blast500k_test_pub_fileFULL_gr_1116","IS24T-06XX254-DT","Tue 11/17/2015-20:35:55.51","Tue 11/17/2015-20:59:17.54",1447767355,1447768757,19403,1447767328,1447768773,27,16,1402,1445,43
"blast500k_test_pub_fileFULL_gr_1117","IS24T-06XX255-DT","Tue 11/17/2015-21:19:08.36","Tue 11/17/2015-21:35:58.13",1447769948,1447770958,19404,1447769921,1447770974,27,16,1010,1053,43
"blast500k_test_pub_fileFULL_gr_1118","IS24T-06XX280-DT","Tue 11/17/2015-20:24:44.51","Tue 11/17/2015-20:35:53.85",1447766684,1447767353,19405,1447766823,1447767533,-139,180,669,710,41
"blast500k_test_pub_fileFULL_gr_1119","IS24T-06XX256-DT","Tue 11/17/2015-20:42:40.50","Tue 11/17/2015-21:04:13.29",1447767760,1447769053,19406,1447767737,1447769070,23,17,1293,1333,40
"blast500k_test_pub_fileFULL_gr_112","IS24T-06XX297-DT","Tue 11/17/2015-18:00:37.30","Tue 11/17/2015-18:21:09.72",1447758037,1447759269,18399,1447758018,1447759304,19,35,1232,1286,54
"blast500k_test_pub_fileFULL_gr_1120","IS24T-06XX275-DT","Tue 11/17/2015-20:30:11.87","Tue 11/17/2015-20:53:30.17",1447767011,1447768410,19407,1447766999,1447768440,12,30,1399,1441,42
"blast500k_test_pub_fileFULL_gr_1121","IS24T-06XX298-DT","Tue 11/17/2015-20:43:59.15","Tue 11/17/2015-21:05:02.87",1447767839,1447769102,19408,1447767869,1447769164,-30,62,1263,1295,32
"blast500k_test_pub_fileFULL_gr_1122","IS24T-06XX286-DT","Tue 11/17/2015-20:45:35.01","Tue 11/17/2015-21:00:04.43",1447767935,1447768804,19409,1447767926,1447768835,9,31,869,909,40
"blast500k_test_pub_fileFULL_gr_1123","IS24T-06XX282-DT","Tue 11/17/2015-20:30:26.31","Tue 11/17/2015-20:40:49.09",1447767026,1447767649,19410,1447767023,1447767676,3,27,623,653,30
"blast500k_test_pub_fileFULL_gr_1124","IS24T-06XX275-DT","Tue 11/17/2015-20:50:35.23","Tue 11/17/2015-21:15:22.26",1447768235,1447769722,19411,1447768222,1447769748,13,26,1487,1526,39
"blast500k_test_pub_fileFULL_gr_1125","IS24T-06XX253-DT","Tue 11/17/2015-21:08:51.01","Tue 11/17/2015-21:25:00.28",1447769331,1447770300,19412,1447769305,1447770317,26,17,969,1012,43
"blast500k_test_pub_fileFULL_gr_1126","IS24T-06XX289-DT","Tue 11/17/2015-20:33:13.60","Tue 11/17/2015-20:47:37.02",1447767193,1447768057,19413,1447767188,1447768089,5,32,864,901,37
"blast500k_test_pub_fileFULL_gr_1127","IS24T-06XX259-DT","Tue 11/17/2015-20:59:07.89","Tue 11/17/2015-21:17:25.42",1447768747,1447769845,19414,1447768733,1447769861,14,16,1098,1128,30
"blast500k_test_pub_fileFULL_gr_1128","IS24T-06XX295-DT","Tue 11/17/2015-20:51:07.43","Tue 11/17/2015-21:06:04.00",1447768267,1447769164,19415,1447768288,1447769222,-21,58,897,934,37
"blast500k_test_pub_fileFULL_gr_1129","IS24T-06XX273-DT","Tue 11/17/2015-20:33:02.87","Tue 11/17/2015-20:44:26.79",1447767182,1447767866,19416,1447767162,1447767886,20,20,684,724,40
"blast500k_test_pub_fileFULL_gr_113","IS24T-06XX253-DT","Tue 11/17/2015-18:00:55.76","Tue 11/17/2015-18:13:18.02",1447758055,1447758798,18400,1447758041,1447758816,14,18,743,775,32
"blast500k_test_pub_fileFULL_gr_1130","IS24T-06XX298-DT","Tue 11/17/2015-21:39:56.74","Tue 11/17/2015-21:57:49.58",1447771196,1447772269,19417,1447771239,1447772341,-43,72,1073,1102,29
"blast500k_test_pub_fileFULL_gr_1131","IS24T-06XX268-DT","Tue 11/17/2015-20:29:30.39","Tue 11/17/2015-21:01:03.33",1447766970,1447768863,19418,1447766954,1447768878,16,15,1893,1924,31
"blast500k_test_pub_fileFULL_gr_1132","IS24T-06XX278-DT","Tue 11/17/2015-20:33:39.28","Tue 11/17/2015-20:44:50.74",1447767219,1447767890,19419,1447767209,1447767925,10,35,671,716,45
"blast500k_test_pub_fileFULL_gr_1133","IS24T-06XX277-DT","Tue 11/17/2015-20:42:52.03","Tue 11/17/2015-20:50:34.30",1447767772,1447768234,19420,1447767746,1447768252,26,18,462,506,44
"blast500k_test_pub_fileFULL_gr_1134","IS24T-06XX293-DT","Tue 11/17/2015-20:32:04.15","Tue 11/17/2015-20:45:48.11",1447767124,1447767948,19421,1447767116,1447767983,8,35,824,867,43
"blast500k_test_pub_fileFULL_gr_1135","IS24T-06XX255-DT","Tue 11/17/2015-20:42:56.05","Tue 11/17/2015-20:54:15.09",1447767776,1447768455,19422,1447767752,1447768469,24,14,679,717,38
"blast500k_test_pub_fileFULL_gr_1136","IS24T-06XX285-DT","Tue 11/17/2015-20:56:50.09","Tue 11/17/2015-21:10:35.46",1447768610,1447769435,19423,1447768592,1447769462,18,27,825,870,45
"blast500k_test_pub_fileFULL_gr_1137","IS24T-06XX259-DT","Tue 11/17/2015-20:44:21.46","Tue 11/17/2015-20:58:42.60",1447767861,1447768722,19424,1447767836,1447768733,25,11,861,897,36
"blast500k_test_pub_fileFULL_gr_1138","IS24T-06XX267-DT","Tue 11/17/2015-20:34:16.39","Tue 11/17/2015-20:51:45.37",1447767256,1447768305,19425,1447767229,1447768320,27,15,1049,1091,42
"blast500k_test_pub_fileFULL_gr_1139","IS24T-06XX296-DT","Tue 11/17/2015-20:41:51.73","Tue 11/17/2015-20:52:01.19",1447767711,1447768321,19426,1447767709,1447768347,2,26,610,638,28
"blast500k_test_pub_fileFULL_gr_114","IS24T-06XX278-DT","Tue 11/17/2015-18:05:07.40","Tue 11/17/2015-18:17:19.71",1447758307,1447759039,18401,1447758304,1447759075,3,36,732,771,39
"blast500k_test_pub_fileFULL_gr_1140","IS24T-06XX282-DT","Tue 11/17/2015-20:41:20.86","Tue 11/17/2015-20:52:47.33",1447767680,1447768367,19427,1447767665,1447768390,15,23,687,725,38
"blast500k_test_pub_fileFULL_gr_1141","IS24T-06XX291-DT","Tue 11/17/2015-20:40:22.89","Tue 11/17/2015-20:58:15.69",1447767622,1447768695,19428,1447767619,1447768724,3,29,1073,1105,32
"blast500k_test_pub_fileFULL_gr_1142","IS24T-06XX281-DT","Tue 11/17/2015-20:39:50.50","Tue 11/17/2015-20:56:59.54",1447767590,1447768619,19429,1447767586,1447768649,4,30,1029,1063,34
"blast500k_test_pub_fileFULL_gr_1143","IS24T-06XX300-DT","Tue 11/17/2015-21:11:24.25","Tue 11/17/2015-21:27:19.88",1447769484,1447770439,19430,1447769481,1447770465,3,26,955,984,29
"blast500k_test_pub_fileFULL_gr_1144","IS24T-06XX264-DT","Tue 11/17/2015-20:36:43.78","Tue 11/17/2015-21:06:53.64",1447767403,1447769213,19431,1447767378,1447769229,25,16,1810,1851,41
"blast500k_test_pub_fileFULL_gr_1145","IS24T-06XX280-DT","Tue 11/17/2015-21:01:13.75","Tue 11/17/2015-21:24:04.42",1447768873,1447770244,19432,1447769023,1447770421,-150,177,1371,1398,27
"blast500k_test_pub_fileFULL_gr_1146","IS24T-06XX271-DT","Tue 11/17/2015-20:49:44.53","Tue 11/17/2015-21:05:14.32",1447768184,1447769114,19433,1447768160,1447769131,24,17,930,971,41
"blast500k_test_pub_fileFULL_gr_1147","IS24T-06XX273-DT","Tue 11/17/2015-20:34:54.01","Tue 11/17/2015-20:48:53.05",1447767294,1447768133,19434,1447767278,1447768151,16,18,839,873,34
"blast500k_test_pub_fileFULL_gr_1148","IS24T-06XX288-DT","Tue 11/17/2015-21:05:17.02","Tue 11/17/2015-21:22:15.08",1447769117,1447770135,19435,1447769084,1447770146,33,11,1018,1062,44
"blast500k_test_pub_fileFULL_gr_1149","IS24T-06XX297-DT","Tue 11/17/2015-20:31:45.54","Tue 11/17/2015-20:56:47.64",1447767105,1447768607,19436,1447767099,1447768633,6,26,1502,1534,32
"blast500k_test_pub_fileFULL_gr_115","IS24T-06XX286-DT","Tue 11/17/2015-17:56:40.15","Tue 11/17/2015-18:15:01.35",1447757800,1447758901,18402,1447757797,1447758932,3,31,1101,1135,34
"blast500k_test_pub_fileFULL_gr_1150","IS24T-06XX259-DT","Tue 11/17/2015-20:33:07.90","Tue 11/17/2015-20:46:55.62",1447767187,1447768015,19437,1447767164,1447768033,23,18,828,869,41
"blast500k_test_pub_fileFULL_gr_1151","IS24T-06XX276-DT","Tue 11/17/2015-20:32:30.31","Tue 11/17/2015-20:45:36.94",1447767150,1447767936,19438,1447767139,1447767954,11,18,786,815,29
"blast500k_test_pub_fileFULL_gr_1152","IS24T-06XX296-DT","Tue 11/17/2015-20:38:19.05","Tue 11/17/2015-20:54:06.16",1447767499,1447768446,19439,1447767482,1447768474,17,28,947,992,45
"blast500k_test_pub_fileFULL_gr_1153","IS24T-06XX279-DT","Tue 11/17/2015-20:42:00.80","Tue 11/17/2015-20:56:25.40",1447767720,1447768585,19440,1447767729,1447768627,-9,42,865,898,33
"blast500k_test_pub_fileFULL_gr_1154","IS24T-06XX263-DT","Tue 11/17/2015-20:38:39.40","Tue 11/17/2015-20:51:55.83",1447767519,1447768315,19441,1447767494,1447768329,25,14,796,835,39
"blast500k_test_pub_fileFULL_gr_1155","IS24T-06XX260-DT","Tue 11/17/2015-20:39:04.36","Tue 11/17/2015-20:53:51.83",1447767544,1447768431,19442,1447767525,1447768449,19,18,887,924,37
"blast500k_test_pub_fileFULL_gr_1156","IS24T-06XX274-DT","Tue 11/17/2015-20:43:26.05","Tue 11/17/2015-21:00:21.05",1447767806,1447768821,19443,1447767785,1447768836,21,15,1015,1051,36
"blast500k_test_pub_fileFULL_gr_1157","IS24T-06XX292-DT","Tue 11/17/2015-20:46:18.17","Tue 11/17/2015-21:02:05.98",1447767978,1447768925,19444,1447768018,1447769009,-40,84,947,991,44
"blast500k_test_pub_fileFULL_gr_1158","IS24T-06XX269-DT","Tue 11/17/2015-21:09:04.79","Tue 11/17/2015-21:22:30.32",1447769344,1447770150,19445,1447769332,1447770183,12,33,806,851,45
"blast500k_test_pub_fileFULL_gr_1159","IS24T-06XX266-DT","Tue 11/17/2015-20:56:46.30","Tue 11/17/2015-21:13:14.84",1447768606,1447769594,19446,1447768576,1447769615,30,21,988,1039,51
"blast500k_test_pub_fileFULL_gr_116","IS24T-06XX258-DT","Tue 11/17/2015-17:43:44.29","Tue 11/17/2015-17:56:24.94",1447757024,1447757784,18403,1447756982,1447757790,42,6,760,808,48
"blast500k_test_pub_fileFULL_gr_1160","IS24T-06XX258-DT","Tue 11/17/2015-20:50:16.52","Tue 11/17/2015-21:02:44.18",1447768216,1447768964,19447,1447768189,1447768979,27,15,748,790,42
"blast500k_test_pub_fileFULL_gr_1161","IS24T-06XX287-DT","Tue 11/17/2015-20:44:34.35","Tue 11/17/2015-20:51:50.06",1447767874,1447768310,19448,1447767872,1447768343,2,33,436,471,35
"blast500k_test_pub_fileFULL_gr_1162","IS24T-06XX281-DT","Tue 11/17/2015-20:56:25.81","Tue 11/17/2015-21:18:52.93",1447768585,1447769932,19449,1447768570,1447769959,15,27,1347,1389,42
"blast500k_test_pub_fileFULL_gr_1163","IS24T-06XX280-DT","Tue 11/17/2015-20:53:48.81","Tue 11/17/2015-21:05:33.99",1447768428,1447769133,19450,1447768566,1447769315,-138,182,705,749,44
"blast500k_test_pub_fileFULL_gr_1164","IS24T-06XX252-DT","Tue 11/17/2015-21:17:52.35","Tue 11/17/2015-21:36:46.67",1447769872,1447771006,19451,1447769859,1447771024,13,18,1134,1165,31
"blast500k_test_pub_fileFULL_gr_1165","IS24T-06XX262-DT","Tue 11/17/2015-20:56:50.74","Tue 11/17/2015-21:15:01.93",1447768610,1447769701,19452,1447768579,1447769729,31,28,1091,1150,59
"blast500k_test_pub_fileFULL_gr_1166","IS24T-06XX253-DT","Tue 11/17/2015-21:01:54.02","Tue 11/17/2015-21:17:22.06",1447768914,1447769842,19453,1447768889,1447769859,25,17,928,970,42
"blast500k_test_pub_fileFULL_gr_1167","IS24T-06XX260-DT","Tue 11/17/2015-20:39:47.20","Tue 11/17/2015-20:57:48.79",1447767587,1447768668,19454,1447767576,1447768685,11,17,1081,1109,28
"blast500k_test_pub_fileFULL_gr_1168","IS24T-06XX209-DT","Tue 11/17/2015-21:06:13.11","Tue 11/17/2015-21:42:16.60",1447769173,1447771336,19455,1447769197,1447771407,-24,71,2163,2210,47
"blast500k_test_pub_fileFULL_gr_1169","IS24T-06XX257-DT","Tue 11/17/2015-20:43:15.40","Tue 11/17/2015-21:02:07.71",1447767795,1447768927,19456,1447767784,1447768944,11,17,1132,1160,28
"blast500k_test_pub_fileFULL_gr_117","IS24T-06XX266-DT","Tue 11/17/2015-17:45:59.38","Tue 11/17/2015-18:04:11.25",1447757159,1447758251,18404,1447757114,1447758266,45,15,1092,1152,60
"blast500k_test_pub_fileFULL_gr_1170","IS24T-06XX284-DT","Tue 11/17/2015-20:37:30.46","Tue 11/17/2015-20:58:55.42",1447767450,1447768735,19457,1447767451,1447768800,-1,65,1285,1349,64
"blast500k_test_pub_fileFULL_gr_1171","IS24T-06XX209-DT","Tue 11/17/2015-20:50:01.27","Tue 11/17/2015-21:10:55.03",1447768201,1447769455,19458,1447768220,1447769526,-19,71,1254,1306,52
"blast500k_test_pub_fileFULL_gr_1172","IS24T-06XX272-DT","Tue 11/17/2015-20:46:50.14","Tue 11/17/2015-20:56:50.23",1447768010,1447768610,19459,1447767986,1447768625,24,15,600,639,39
"blast500k_test_pub_fileFULL_gr_1173","IS24T-06XX274-DT","Tue 11/17/2015-21:42:43.25","Tue 11/17/2015-22:03:12.03",1447771363,1447772592,19460,1447771342,1447772601,21,9,1229,1259,30
"blast500k_test_pub_fileFULL_gr_1174","IS24T-06XX297-DT","Tue 11/17/2015-21:30:17.79","Tue 11/17/2015-21:55:36.66",1447770617,1447772136,19461,1447770578,1447772172,39,36,1519,1594,75
"blast500k_test_pub_fileFULL_gr_1175","IS24T-06XX289-DT","Tue 11/17/2015-20:55:03.63","Tue 11/17/2015-21:08:35.40",1447768503,1447769315,19462,1447768494,1447769347,9,32,812,853,41
"blast500k_test_pub_fileFULL_gr_1176","IS24T-06XX285-DT","Tue 11/17/2015-20:42:00.84","Tue 11/17/2015-20:56:16.41",1447767720,1447768576,19463,1447767716,1447768604,4,28,856,888,32
"blast500k_test_pub_fileFULL_gr_1177","IS24T-06XX255-DT","Tue 11/17/2015-20:53:32.31","Tue 11/17/2015-21:09:10.17",1447768412,1447769350,19464,1447768386,1447769366,26,16,938,980,42
"blast500k_test_pub_fileFULL_gr_1178","IS24T-06XX296-DT","Tue 11/17/2015-20:54:20.92","Tue 11/17/2015-21:16:36.16",1447768460,1447769796,19465,1447768462,1447769822,-2,26,1336,1360,24
"blast500k_test_pub_fileFULL_gr_1179","IS24T-06XX267-DT","Tue 11/17/2015-20:52:14.84","Tue 11/17/2015-21:03:58.60",1447768334,1447769038,19466,1447768320,1447769054,14,16,704,734,30
"blast500k_test_pub_fileFULL_gr_118","IS24T-06XX276-DT","Tue 11/17/2015-17:58:35.10","Tue 11/17/2015-18:17:39.65",1447757915,1447759059,18405,1447757902,1447759077,13,18,1144,1175,31
"blast500k_test_pub_fileFULL_gr_1180","IS24T-06XX298-DT","Tue 11/17/2015-21:17:41.46","Tue 11/17/2015-21:39:28.69",1447769861,1447771168,19467,1447769893,1447771239,-32,71,1307,1346,39
"blast500k_test_pub_fileFULL_gr_1181","IS24T-06XX252-DT","Tue 11/17/2015-20:50:25.97","Tue 11/17/2015-20:57:56.66",1447768225,1447768676,19468,1447768204,1447768694,21,18,451,490,39
"blast500k_test_pub_fileFULL_gr_1182","IS24T-06XX294-DT","Tue 11/17/2015-20:56:24.71","Tue 11/17/2015-21:13:33.07",1447768584,1447769613,19469,1447768574,1447769639,10,26,1029,1065,36
"blast500k_test_pub_fileFULL_gr_1183","IS24T-06XX300-DT","Tue 11/17/2015-20:37:22.57","Tue 11/17/2015-20:57:17.33",1447767442,1447768637,19470,1447767426,1447768661,16,24,1195,1235,40
"blast500k_test_pub_fileFULL_gr_1184","IS24T-06XX254-DT","Tue 11/17/2015-20:37:40.87","Tue 11/17/2015-20:57:09.11",1447767460,1447768629,19471,1447767430,1447768645,30,16,1169,1215,46
"blast500k_test_pub_fileFULL_gr_1185","IS24T-06XX278-DT","Tue 11/17/2015-20:45:19.52","Tue 11/17/2015-21:04:27.93",1447767919,1447769067,19472,1447767913,1447769101,6,34,1148,1188,40
"blast500k_test_pub_fileFULL_gr_1186","IS24T-06XX252-DT","Tue 11/17/2015-20:37:52.53","Tue 11/17/2015-21:07:03.44",1447767472,1447769223,19473,1447767447,1447769241,25,18,1751,1794,43
"blast500k_test_pub_fileFULL_gr_1187","IS24T-06XX294-DT","Tue 11/17/2015-20:42:52.92","Tue 11/17/2015-21:02:32.66",1447767772,1447768952,19474,1447767761,1447768982,11,30,1180,1221,41
"blast500k_test_pub_fileFULL_gr_1188","IS24T-06XX269-DT","Tue 11/17/2015-20:40:15.14","Tue 11/17/2015-20:54:41.67",1447767615,1447768481,19475,1447767604,1447768511,11,30,866,907,41
"blast500k_test_pub_fileFULL_gr_1189","IS24T-06XX209-DT","Tue 11/17/2015-21:00:58.25","Tue 11/17/2015-21:21:09.59",1447768858,1447770069,19476,1447768881,1447770140,-23,71,1211,1259,48
"blast500k_test_pub_fileFULL_gr_119","IS24T-06XX287-DT","Tue 11/17/2015-17:44:38.41","Tue 11/17/2015-17:56:54.13",1447757078,1447757814,18406,1447757059,1447757844,19,30,736,785,49
"blast500k_test_pub_fileFULL_gr_1190","IS24T-06XX295-DT","Tue 11/17/2015-20:44:31.57","Tue 11/17/2015-20:58:20.27",1447767871,1447768700,19477,1447767890,1447768760,-19,60,829,870,41
"blast500k_test_pub_fileFULL_gr_1191","IS24T-06XX272-DT","Tue 11/17/2015-21:10:16.05","Tue 11/17/2015-21:31:02.46",1447769416,1447770662,19478,1447769402,1447770681,14,19,1246,1279,33
"blast500k_test_pub_fileFULL_gr_1192","IS24T-06XX281-DT","Tue 11/17/2015-20:57:19.57","Tue 11/17/2015-21:14:42.42",1447768639,1447769682,19479,1447768636,1447769707,3,25,1043,1071,28
"blast500k_test_pub_fileFULL_gr_1193","IS24T-06XX280-DT","Tue 11/17/2015-20:49:43.76","Tue 11/17/2015-21:00:52.53",1447768183,1447768852,19480,1447768324,1447769035,-141,183,669,711,42
"blast500k_test_pub_fileFULL_gr_1194","IS24T-06XX289-DT","Tue 11/17/2015-20:48:02.00","Tue 11/17/2015-21:02:55.83",1447768082,1447768975,19481,1447768076,1447769007,6,32,893,931,38
"blast500k_test_pub_fileFULL_gr_1195","IS24T-06XX274-DT","Tue 11/17/2015-20:39:24.67","Tue 11/17/2015-20:53:24.35",1447767564,1447768404,19482,1447767538,1447768419,26,15,840,881,41
"blast500k_test_pub_fileFULL_gr_1196","IS24T-06XX266-DT","Tue 11/17/2015-21:08:06.26","Tue 11/17/2015-21:25:34.98",1447769286,1447770334,19483,1447769261,1447770352,25,18,1048,1091,43
"blast500k_test_pub_fileFULL_gr_1197","IS24T-06XX209-DT","Tue 11/17/2015-20:39:51.71","Tue 11/17/2015-21:00:14.08",1447767591,1447768814,19484,1447767615,1447768881,-24,67,1223,1266,43
"blast500k_test_pub_fileFULL_gr_1198","IS24T-06XX297-DT","Tue 11/17/2015-20:51:52.12","Tue 11/17/2015-21:07:03.75",1447768312,1447769223,19485,1447768286,1447769249,26,26,911,963,52
"blast500k_test_pub_fileFULL_gr_1199","IS24T-06XX252-DT","Tue 11/17/2015-21:51:08.59","Tue 11/17/2015-22:06:02.82",1447771868,1447772762,19486,1447771845,1447772781,23,19,894,936,42
"blast500k_test_pub_fileFULL_gr_12","IS24T-06XX264-DT","Tue 11/17/2015-17:45:22.75","Tue 11/17/2015-18:11:56.27",1447757122,1447758716,18299,1447757097,1447758728,25,12,1594,1631,37
"blast500k_test_pub_fileFULL_gr_120","IS24T-06XX265-DT","Tue 11/17/2015-17:45:44.44","Tue 11/17/2015-17:57:50.22",1447757144,1447757870,18407,1447757100,1447757887,44,17,726,787,61
"blast500k_test_pub_fileFULL_gr_1200","IS24T-06XX298-DT","Tue 11/17/2015-21:19:45.87","Tue 11/17/2015-21:38:13.86",1447769985,1447771093,19487,1447770025,1447771156,-40,63,1108,1131,23
"blast500k_test_pub_fileFULL_gr_1201","IS24T-06XX287-DT","Tue 11/17/2015-20:52:09.14","Tue 11/17/2015-21:05:16.98",1447768329,1447769116,19488,1447768331,1447769150,-2,34,787,819,32
"blast500k_test_pub_fileFULL_gr_1202","IS24T-06XX296-DT","Tue 11/17/2015-21:24:56.57","Tue 11/17/2015-21:41:34.21",1447770296,1447771294,19489,1447770287,1447771323,9,29,998,1036,38
"blast500k_test_pub_fileFULL_gr_1203","IS24T-06XX288-DT","Tue 11/17/2015-20:43:14.13","Tue 11/17/2015-21:04:44.36",1447767794,1447769084,19490,1447767764,1447769096,30,12,1290,1332,42
"blast500k_test_pub_fileFULL_gr_1204","IS24T-06XX276-DT","Tue 11/17/2015-20:57:19.79","Tue 11/17/2015-21:11:21.07",1447768639,1447769481,19491,1447768619,1447769498,20,17,842,879,37
"blast500k_test_pub_fileFULL_gr_1205","IS24T-06XX261-DT","Tue 11/17/2015-20:41:55.10","Tue 11/17/2015-20:53:20.54",1447767715,1447768400,19492,1447767687,1447768417,28,17,685,730,45
"blast500k_test_pub_fileFULL_gr_1206","IS24T-06XX264-DT","Tue 11/17/2015-20:56:41.74","Tue 11/17/2015-21:20:19.33",1447768601,1447770019,19493,1447768539,1447770034,62,15,1418,1495,77
"blast500k_test_pub_fileFULL_gr_1207","IS24T-06XX258-DT","Tue 11/17/2015-21:03:10.15","Tue 11/17/2015-21:16:05.70",1447768990,1447769765,19494,1447768967,1447769783,23,18,775,816,41
"blast500k_test_pub_fileFULL_gr_1208","IS24T-06XX288-DT","Tue 11/17/2015-20:41:11.51","Tue 11/17/2015-21:00:19.13",1447767671,1447768819,19495,1447767637,1447768829,34,10,1148,1192,44
"blast500k_test_pub_fileFULL_gr_1209","IS24T-06XX300-DT","Tue 11/17/2015-20:57:59.07","Tue 11/17/2015-21:07:19.43",1447768679,1447769239,19496,1447768661,1447769263,18,24,560,602,42
"blast500k_test_pub_fileFULL_gr_121","IS24T-06XX293-DT","Tue 11/17/2015-17:43:34.74","Tue 11/17/2015-17:57:40.65",1447757014,1447757860,18408,1447756998,1447757894,16,34,846,896,50
"blast500k_test_pub_fileFULL_gr_1210","IS24T-06XX283-DT","Tue 11/17/2015-20:48:45.74","Tue 11/17/2015-21:13:06.54",1447768125,1447769586,19497,1447768124,1447769616,1,30,1461,1492,31
"blast500k_test_pub_fileFULL_gr_1211","IS24T-06XX261-DT","Tue 11/17/2015-20:41:55.13","Tue 11/17/2015-20:52:49.43",1447767715,1447768369,19498,1447767675,1447768387,40,18,654,712,58
