"wu_name","node_name","start_blast","end_blast","start_blast_epoch","end_blast_epoch","ID","sent","received","diff_sent","diff_rec","diff_blast","diff_all","diff_server_client"
"blast500k_test_pub_fileFULL_gr_1961","IS24T-06XX278-DT","Tue 11/17/2015-22:54:55.68","Tue 11/17/2015-23:06:39.53",1447775695,1447776399,20248,1447775683,1447776434,12,35,704,751,47
"blast500k_test_pub_fileFULL_gr_1962","IS24T-06XX259-DT","Tue 11/17/2015-23:16:01.82","Tue 11/17/2015-23:33:10.96",1447776961,1447777990,20249,1447776938,1447778009,23,19,1029,1071,42
"blast500k_test_pub_fileFULL_gr_1963","IS24T-06XX286-DT","Tue 11/17/2015-22:54:47.07","Tue 11/17/2015-23:08:47.69",1447775687,1447776527,20250,1447775679,1447776559,8,32,840,880,40
"blast500k_test_pub_fileFULL_gr_1964","IS24T-06XX209-DT","Tue 11/17/2015-22:44:00.53","Tue 11/17/2015-23:05:13.19",1447775040,1447776313,20251,1447775054,1447776380,-14,67,1273,1326,53
"blast500k_test_pub_fileFULL_gr_1965","IS24T-06XX294-DT","Tue 11/17/2015-22:44:30.95","Tue 11/17/2015-23:02:34.70",1447775070,1447776154,20252,1447775064,1447776177,6,23,1084,1113,29
"blast500k_test_pub_fileFULL_gr_1966","IS24T-06XX265-DT","Tue 11/17/2015-22:53:35.68","Tue 11/17/2015-23:02:30.49",1447775615,1447776150,20253,1447775597,1447776166,18,16,535,569,34
"blast500k_test_pub_fileFULL_gr_1967","IS24T-06XX268-DT","Tue 11/17/2015-22:58:09.92","Tue 11/17/2015-23:12:38.15",1447775889,1447776758,20254,1447775867,1447776777,22,19,869,910,41
"blast500k_test_pub_fileFULL_gr_1968","IS24T-06XX257-DT","Tue 11/17/2015-23:07:26.22","Tue 11/17/2015-23:22:34.28",1447776446,1447777354,20255,1447776422,1447777372,24,18,908,950,42
"blast500k_test_pub_fileFULL_gr_1969","IS24T-06XX291-DT","Tue 11/17/2015-23:05:05.21","Tue 11/17/2015-23:19:30.31",1447776305,1447777170,20256,1447776291,1447777195,14,25,865,904,39
"blast500k_test_pub_fileFULL_gr_197","IS24T-06XX300-DT","Tue 11/17/2015-18:01:08.12","Tue 11/17/2015-18:25:30.89",1447758068,1447759530,18484,1447758049,1447759556,19,26,1462,1507,45
"blast500k_test_pub_fileFULL_gr_1970","IS24T-06XX264-DT","Tue 11/17/2015-23:02:04.29","Tue 11/17/2015-23:21:15.03",1447776124,1447777275,20257,1447776097,1447777288,27,13,1151,1191,40
"blast500k_test_pub_fileFULL_gr_1971","IS24T-06XX277-DT","Tue 11/17/2015-22:53:17.33","Tue 11/17/2015-23:07:34.92",1447775597,1447776454,20258,1447775585,1447776473,12,19,857,888,31
"blast500k_test_pub_fileFULL_gr_1972","IS24T-06XX261-DT","Tue 11/17/2015-23:03:54.28","Tue 11/17/2015-23:21:24.10",1447776234,1447777284,20259,1447776222,1447777298,12,14,1050,1076,26
"blast500k_test_pub_fileFULL_gr_1973","IS24T-06XX279-DT","Tue 11/17/2015-23:20:11.94","Tue 11/17/2015-23:34:35.52",1447777211,1447778075,20260,1447777219,1447778119,-8,44,864,900,36
"blast500k_test_pub_fileFULL_gr_1974","IS24T-06XX263-DT","Tue 11/17/2015-22:48:56.92","Tue 11/17/2015-23:04:17.68",1447775336,1447776257,20261,1447775312,1447776274,24,17,921,962,41
"blast500k_test_pub_fileFULL_gr_1975","IS24T-06XX266-DT","Tue 11/17/2015-22:48:04.83","Tue 11/17/2015-23:02:29.17",1447775284,1447776149,20262,1447775257,1447776164,27,15,865,907,42
"blast500k_test_pub_fileFULL_gr_1976","IS24T-06XX254-DT","Tue 11/17/2015-22:47:28.26","Tue 11/17/2015-23:12:27.00",1447775248,1447776747,20263,1447775208,1447776761,40,14,1499,1553,54
"blast500k_test_pub_fileFULL_gr_1977","IS24T-06XX267-DT","Tue 11/17/2015-22:55:26.93","Tue 11/17/2015-23:15:51.55",1447775726,1447776951,20264,1447775704,1447776967,22,16,1225,1263,38
"blast500k_test_pub_fileFULL_gr_1978","IS24T-06XX269-DT","Tue 11/17/2015-22:51:39.03","Tue 11/17/2015-23:08:22.04",1447775499,1447776502,20265,1447775474,1447776533,25,31,1003,1059,56
"blast500k_test_pub_fileFULL_gr_1979","IS24T-06XX286-DT","Tue 11/17/2015-23:34:47.15","Tue 11/17/2015-23:54:51.93",1447778087,1447779291,20266,1447778077,1447779320,10,29,1204,1243,39
"blast500k_test_pub_fileFULL_gr_198","IS24T-06XX274-DT","Tue 11/17/2015-18:02:43.58","Tue 11/17/2015-18:17:01.03",1447758163,1447759021,18485,1447758138,1447759038,25,17,858,900,42
"blast500k_test_pub_fileFULL_gr_1980","IS24T-06XX258-DT","Tue 11/17/2015-22:58:00.09","Tue 11/17/2015-23:15:59.46",1447775880,1447776959,20267,1447775867,1447776977,13,18,1079,1110,31
"blast500k_test_pub_fileFULL_gr_1981","IS24T-06XX255-DT","Tue 11/17/2015-22:58:55.52","Tue 11/17/2015-23:15:49.88",1447775935,1447776949,20268,1447775920,1447776966,15,17,1014,1046,32
"blast500k_test_pub_fileFULL_gr_1982","IS24T-06XX289-DT","Tue 11/17/2015-22:49:51.19","Tue 11/17/2015-23:00:17.14",1447775391,1447776017,20269,1447775383,1447776051,8,34,626,668,42
"blast500k_test_pub_fileFULL_gr_1983","IS24T-06XX300-DT","Tue 11/17/2015-22:49:49.27","Tue 11/17/2015-23:02:11.68",1447775389,1447776131,20270,1447775387,1447776147,2,16,742,760,18
"blast500k_test_pub_fileFULL_gr_1984","IS24T-06XX295-DT","Tue 11/17/2015-23:16:11.90","Tue 11/17/2015-23:30:02.00",1447776971,1447777802,20271,1447776992,1447777863,-21,61,831,871,40
"blast500k_test_pub_fileFULL_gr_1985","IS24T-06XX258-DT","Tue 11/17/2015-22:54:32.13","Tue 11/17/2015-23:17:52.15",1447775672,1447777072,20272,1447775648,1447777088,24,16,1400,1440,40
"blast500k_test_pub_fileFULL_gr_1986","IS24T-06XX296-DT","Tue 11/17/2015-22:54:31.66","Tue 11/17/2015-23:05:42.28",1447775671,1447776342,20273,1447775654,1447776370,17,28,671,716,45
"blast500k_test_pub_fileFULL_gr_1987","IS24T-06XX275-DT","Tue 11/17/2015-23:04:08.88","Tue 11/17/2015-23:14:11.81",1447776248,1447776851,20274,1447776245,1447776879,3,28,603,634,31
"blast500k_test_pub_fileFULL_gr_1988","IS24T-06XX252-DT","Tue 11/17/2015-22:55:37.16","Tue 11/17/2015-23:12:06.50",1447775737,1447776726,20275,1447775715,1447776745,22,19,989,1030,41
"blast500k_test_pub_fileFULL_gr_1989","IS24T-06XX275-DT","Tue 11/17/2015-23:17:18.88","Tue 11/17/2015-23:35:14.71",1447777038,1447778114,20276,1447777039,1447778144,-1,30,1076,1105,29
"blast500k_test_pub_fileFULL_gr_199","IS24T-06XX296-DT","Tue 11/17/2015-19:07:50.04","Tue 11/17/2015-19:20:38.01",1447762070,1447762838,18486,1447762057,1447762866,13,28,768,809,41
"blast500k_test_pub_fileFULL_gr_1990","IS24T-06XX291-DT","Tue 11/17/2015-23:29:39.53","Tue 11/17/2015-23:45:47.08",1447777779,1447778747,20277,1447777764,1447778775,15,28,968,1011,43
"blast500k_test_pub_fileFULL_gr_1991","IS24T-06XX257-DT","Tue 11/17/2015-22:52:55.96","Tue 11/17/2015-23:06:59.60",1447775575,1447776419,20278,1447775563,1447776434,12,15,844,871,27
"blast500k_test_pub_fileFULL_gr_1992","IS24T-06XX272-DT","Tue 11/17/2015-22:53:30.65","Tue 11/17/2015-23:17:28.91",1447775610,1447777048,20279,1447775594,1447777066,16,18,1438,1472,34
"blast500k_test_pub_fileFULL_gr_1993","IS24T-06XX256-DT","Tue 11/17/2015-22:50:12.22","Tue 11/17/2015-23:01:23.77",1447775412,1447776083,20280,1447775387,1447776102,25,19,671,715,44
"blast500k_test_pub_fileFULL_gr_1994","IS24T-06XX268-DT","Tue 11/17/2015-23:18:13.34","Tue 11/17/2015-23:28:57.20",1447777093,1447777737,20281,1447777068,1447777752,25,15,644,684,40
"blast500k_test_pub_fileFULL_gr_1995","IS24T-06XX296-DT","Tue 11/17/2015-23:14:55.86","Tue 11/17/2015-23:31:52.41",1447776895,1447777912,20282,1447776895,1447777940,0,28,1017,1045,28
"blast500k_test_pub_fileFULL_gr_1996","IS24T-06XX287-DT","Tue 11/17/2015-22:59:35.16","Tue 11/17/2015-23:16:34.81",1447775975,1447776994,20283,1447775970,1447777030,5,36,1019,1060,41
"blast500k_test_pub_fileFULL_gr_1997","IS24T-06XX279-DT","Tue 11/17/2015-22:53:41.57","Tue 11/17/2015-23:02:06.50",1447775621,1447776126,20284,1447775622,1447776172,-1,46,505,550,45
"blast500k_test_pub_fileFULL_gr_1998","IS24T-06XX294-DT","Tue 11/17/2015-23:03:20.35","Tue 11/17/2015-23:19:28.50",1447776200,1447777168,20285,1447776189,1447777194,11,26,968,1005,37
"blast500k_test_pub_fileFULL_gr_1999","IS24T-06XX283-DT","Tue 11/17/2015-22:56:20.90","Tue 11/17/2015-23:07:25.78",1447775780,1447776445,20286,1447775769,1447776472,11,27,665,703,38
"blast500k_test_pub_fileFULL_gr_2","IS24T-06XX257-DT","Tue 11/17/2015-17:44:30.77","Tue 11/17/2015-17:55:29.31",1447757070,1447757729,18289,1447757055,1447757742,15,13,659,687,28
"blast500k_test_pub_fileFULL_gr_20","IS24T-06XX281-DT","Tue 11/17/2015-17:45:44.35","Tue 11/17/2015-18:00:20.03",1447757144,1447758020,18307,1447757126,1447758042,18,22,876,916,40
"blast500k_test_pub_fileFULL_gr_200","IS24T-06XX272-DT","Tue 11/17/2015-18:29:21.51","Tue 11/17/2015-18:55:58.34",1447759761,1447761358,18487,1447759737,1447761376,24,18,1597,1639,42
"blast500k_test_pub_fileFULL_gr_2000","IS24T-06XX255-DT","Tue 11/17/2015-22:57:40.65","Tue 11/17/2015-23:12:54.64",1447775860,1447776774,20287,1447775834,1447776789,26,15,914,955,41
"blast500k_test_pub_fileFULL_gr_2001","IS24T-06XX269-DT","Tue 11/17/2015-23:14:53.84","Tue 11/17/2015-23:26:02.03",1447776893,1447777562,20288,1447776883,1447777590,10,28,669,707,38
"blast500k_test_pub_fileFULL_gr_2002","IS24T-06XX277-DT","Tue 11/17/2015-23:07:53.39","Tue 11/17/2015-23:25:23.98",1447776473,1447777523,20289,1447776461,1447777542,12,19,1050,1081,31
"blast500k_test_pub_fileFULL_gr_2003","IS24T-06XX280-DT","Tue 11/17/2015-23:13:01.90","Tue 11/17/2015-23:24:30.34",1447776781,1447777470,20290,1447776919,1447777649,-138,179,689,730,41
"blast500k_test_pub_fileFULL_gr_2004","IS24T-06XX280-DT","Tue 11/17/2015-22:53:54.28","Tue 11/17/2015-23:09:27.66",1447775634,1447776567,20291,1447775774,1447776749,-140,182,933,975,42
"blast500k_test_pub_fileFULL_gr_2005","IS24T-06XX281-DT","Tue 11/17/2015-23:02:32.21","Tue 11/17/2015-23:20:52.24",1447776152,1447777252,20292,1447776142,1447777278,10,26,1100,1136,36
"blast500k_test_pub_fileFULL_gr_2006","IS24T-06XX263-DT","Tue 11/17/2015-23:30:03.01","Tue 11/17/2015-23:49:34.47",1447777803,1447778974,20293,1447777776,1447778989,27,15,1171,1213,42
"blast500k_test_pub_fileFULL_gr_2007","IS24T-06XX266-DT","Tue 11/17/2015-22:57:47.92","Tue 11/17/2015-23:07:23.69",1447775867,1447776443,20294,1447775845,1447776459,22,16,576,614,38
"blast500k_test_pub_fileFULL_gr_2008","IS24T-06XX276-DT","Tue 11/17/2015-22:54:30.20","Tue 11/17/2015-23:13:52.07",1447775670,1447776832,20295,1447775657,1447776852,13,20,1162,1195,33
"blast500k_test_pub_fileFULL_gr_2009","IS24T-06XX297-DT","Tue 11/17/2015-23:13:29.75","Tue 11/17/2015-23:38:33.61",1447776809,1447778313,20296,1447776791,1447778347,18,34,1504,1556,52
"blast500k_test_pub_fileFULL_gr_201","IS24T-06XX262-DT","Tue 11/17/2015-18:14:50.92","Tue 11/17/2015-18:43:22.09",1447758890,1447760602,18488,1447758870,1447760629,20,27,1712,1759,47
"blast500k_test_pub_fileFULL_gr_2010","IS24T-06XX293-DT","Tue 11/17/2015-22:56:16.64","Tue 11/17/2015-23:11:06.92",1447775776,1447776666,20297,1447775769,1447776704,7,38,890,935,45
"blast500k_test_pub_fileFULL_gr_2011","IS24T-06XX271-DT","Tue 11/17/2015-23:09:11.09","Tue 11/17/2015-23:27:35.08",1447776551,1447777655,20298,1447776530,1447777672,21,17,1104,1142,38
"blast500k_test_pub_fileFULL_gr_2012","IS24T-06XX254-DT","Tue 11/17/2015-23:01:11.38","Tue 11/17/2015-23:18:54.66",1447776071,1447777134,20299,1447776032,1447777152,39,18,1063,1120,57
"blast500k_test_pub_fileFULL_gr_2013","IS24T-06XX285-DT","Tue 11/17/2015-23:12:34.09","Tue 11/17/2015-23:26:56.28",1447776754,1447777616,20300,1447776750,1447777643,4,27,862,893,31
"blast500k_test_pub_fileFULL_gr_2014","IS24T-06XX297-DT","Tue 11/17/2015-23:36:31.43","Tue 11/17/2015-23:53:00.17",1447778191,1447779180,20301,1447778172,1447779213,19,33,989,1041,52
"blast500k_test_pub_fileFULL_gr_2015","IS24T-06XX293-DT","Tue 11/17/2015-23:03:03.30","Tue 11/17/2015-23:22:43.86",1447776183,1447777363,20302,1447776190,1447777398,-7,35,1180,1208,28
"blast500k_test_pub_fileFULL_gr_2016","IS24T-06XX300-DT","Tue 11/17/2015-23:00:58.64","Tue 11/17/2015-23:20:34.46",1447776058,1447777234,20303,1447776041,1447777251,17,17,1176,1210,34
"blast500k_test_pub_fileFULL_gr_2017","IS24T-06XX280-DT","Tue 11/17/2015-22:55:45.04","Tue 11/17/2015-23:12:27.86",1447775745,1447776747,20304,1447775885,1447776932,-140,185,1002,1047,45
"blast500k_test_pub_fileFULL_gr_2018","IS24T-06XX260-DT","Tue 11/17/2015-22:58:03.63","Tue 11/17/2015-23:15:37.70",1447775883,1447776937,20305,1447775870,1447776954,13,17,1054,1084,30
"blast500k_test_pub_fileFULL_gr_2019","IS24T-06XX261-DT","Tue 11/17/2015-22:57:02.04","Tue 11/17/2015-23:12:14.64",1447775822,1447776734,20306,1447775798,1447776752,24,18,912,954,42
"blast500k_test_pub_fileFULL_gr_202","IS24T-06XX266-DT","Tue 11/17/2015-18:22:14.88","Tue 11/17/2015-18:36:37.35",1447759334,1447760197,18489,1447759322,1447760214,12,17,863,892,29
"blast500k_test_pub_fileFULL_gr_2020","IS24T-06XX289-DT","Wed 11/18/2015- 0:00:22.63","Wed 11/18/2015- 0:13:11.84",1447779622,1447780391,20307,1447779618,1447780423,4,32,769,805,36
"blast500k_test_pub_fileFULL_gr_2021","IS24T-06XX282-DT","Tue 11/17/2015-23:00:54.93","Tue 11/17/2015-23:17:39.78",1447776054,1447777059,20308,1447776029,1447777084,25,25,1005,1055,50
"blast500k_test_pub_fileFULL_gr_2022","IS24T-06XX273-DT","Tue 11/17/2015-23:13:19.30","Tue 11/17/2015-23:27:34.90",1447776799,1447777654,20309,1447776788,1447777661,11,7,855,873,18
"blast500k_test_pub_fileFULL_gr_2023","IS24T-06XX254-DT","Tue 11/17/2015-23:05:57.13","Tue 11/17/2015-23:28:40.14",1447776357,1447777720,20310,1447776314,1447777735,43,15,1363,1421,58
"blast500k_test_pub_fileFULL_gr_2024","IS24T-06XX281-DT","Tue 11/17/2015-22:58:23.36","Tue 11/17/2015-23:21:28.40",1447775903,1447777288,20311,1447775891,1447777312,12,24,1385,1421,36
"blast500k_test_pub_fileFULL_gr_2025","IS24T-06XX257-DT","Tue 11/17/2015-23:35:31.67","Tue 11/17/2015-23:52:44.20",1447778131,1447779164,20312,1447778104,1447779180,27,16,1033,1076,43
"blast500k_test_pub_fileFULL_gr_2026","IS24T-06XX283-DT","Tue 11/17/2015-23:07:51.38","Tue 11/17/2015-23:21:43.93",1447776471,1447777303,20313,1447776460,1447777330,11,27,832,870,38
"blast500k_test_pub_fileFULL_gr_2027","IS24T-06XX286-DT","Tue 11/17/2015-23:05:54.70","Tue 11/17/2015-23:20:42.50",1447776354,1447777242,20314,1447776346,1447777271,8,29,888,925,37
"blast500k_test_pub_fileFULL_gr_2028","IS24T-06XX299-DT","Tue 11/17/2015-23:43:57.33","Wed 11/18/2015- 0:05:30.57",1447778637,1447779930,20315,1447778663,1447779976,-26,46,1293,1313,20
"blast500k_test_pub_fileFULL_gr_2029","IS24T-06XX294-DT","Tue 11/17/2015-23:03:20.37","Tue 11/17/2015-23:24:44.75",1447776200,1447777484,20316,1447776177,1447777511,23,27,1284,1334,50
"blast500k_test_pub_fileFULL_gr_203","IS24T-06XX256-DT","Tue 11/17/2015-18:02:28.74","Tue 11/17/2015-18:18:07.17",1447758148,1447759087,18490,1447758129,1447759104,19,17,939,975,36
"blast500k_test_pub_fileFULL_gr_2030","IS24T-06XX274-DT","Tue 11/17/2015-23:10:37.97","Tue 11/17/2015-23:27:19.99",1447776637,1447777639,20317,1447776612,1447777654,25,15,1002,1042,40
"blast500k_test_pub_fileFULL_gr_2031","IS24T-06XX277-DT","Tue 11/17/2015-23:05:16.24","Tue 11/17/2015-23:18:04.96",1447776316,1447777084,20318,1447776288,1447777099,28,15,768,811,43
"blast500k_test_pub_fileFULL_gr_2032","IS24T-06XX297-DT","Tue 11/17/2015-23:20:05.80","Tue 11/17/2015-23:35:48.12",1447777205,1447778148,20319,1447777195,1447778183,10,35,943,988,45
"blast500k_test_pub_fileFULL_gr_2033","IS24T-06XX272-DT","Tue 11/17/2015-23:04:28.53","Tue 11/17/2015-23:25:31.23",1447776268,1447777531,20320,1447776246,1447777550,22,19,1263,1304,41
"blast500k_test_pub_fileFULL_gr_2034","IS24T-06XX262-DT","Tue 11/17/2015-23:08:10.11","Tue 11/17/2015-23:29:36.22",1447776490,1447777776,20321,1447776464,1447777802,26,26,1286,1338,52
"blast500k_test_pub_fileFULL_gr_2035","IS24T-06XX297-DT","Tue 11/17/2015-22:59:01.87","Tue 11/17/2015-23:19:32.31",1447775941,1447777172,20322,1447775915,1447777207,26,35,1231,1292,61
"blast500k_test_pub_fileFULL_gr_2036","IS24T-06XX209-DT","Tue 11/17/2015-22:58:38.99","Tue 11/17/2015-23:17:45.81",1447775918,1447777065,20323,1447775938,1447777136,-20,71,1147,1198,51
"blast500k_test_pub_fileFULL_gr_2037","IS24T-06XX284-DT","Tue 11/17/2015-23:27:25.35","Tue 11/17/2015-23:57:26.69",1447777645,1447779446,20324,1447777640,1447779510,5,64,1801,1870,69
"blast500k_test_pub_fileFULL_gr_2038","IS24T-06XX300-DT","Tue 11/17/2015-23:20:55.77","Tue 11/17/2015-23:31:56.71",1447777255,1447777916,20325,1447777251,1447777941,4,25,661,690,29
"blast500k_test_pub_fileFULL_gr_2039","IS24T-06XX252-DT","Tue 11/17/2015-22:58:27.01","Tue 11/17/2015-23:17:56.72",1447775907,1447777076,20326,1447775896,1447777094,11,18,1169,1198,29
"blast500k_test_pub_fileFULL_gr_204","IS24T-06XX278-DT","Tue 11/17/2015-18:55:26.78","Tue 11/17/2015-19:14:55.78",1447761326,1447762495,18491,1447761316,1447762528,10,33,1169,1212,43
"blast500k_test_pub_fileFULL_gr_2040","IS24T-06XX254-DT","Tue 11/17/2015-23:06:33.09","Tue 11/17/2015-23:30:18.11",1447776393,1447777818,20327,1447776362,1447777834,31,16,1425,1472,47
"blast500k_test_pub_fileFULL_gr_2041","IS24T-06XX278-DT","Tue 11/17/2015-23:03:21.53","Tue 11/17/2015-23:17:38.50",1447776201,1447777058,20328,1447776206,1447777094,-5,36,857,888,31
"blast500k_test_pub_fileFULL_gr_2042","IS24T-06XX273-DT","Tue 11/17/2015-22:57:31.96","Tue 11/17/2015-23:13:06.35",1447775851,1447776786,20329,1447775842,1447776800,9,14,935,958,23
"blast500k_test_pub_fileFULL_gr_2043","IS24T-06XX286-DT","Tue 11/17/2015-23:20:57.56","Tue 11/17/2015-23:32:19.11",1447777257,1447777939,20330,1447777259,1447777968,-2,29,682,709,27
"blast500k_test_pub_fileFULL_gr_2044","IS24T-06XX275-DT","Tue 11/17/2015-22:58:00.63","Tue 11/17/2015-23:17:00.38",1447775880,1447777020,20331,1447775868,1447777051,12,31,1140,1183,43
"blast500k_test_pub_fileFULL_gr_2045","IS24T-06XX265-DT","Tue 11/17/2015-23:20:12.23","Tue 11/17/2015-23:33:32.80",1447777212,1447778012,20332,1447777198,1447778027,14,15,800,829,29
"blast500k_test_pub_fileFULL_gr_2046","IS24T-06XX298-DT","Tue 11/17/2015-22:58:52.58","Tue 11/17/2015-23:13:43.06",1447775932,1447776823,20333,1447775967,1447776892,-35,69,891,925,34
"blast500k_test_pub_fileFULL_gr_2047","IS24T-06XX253-DT","Tue 11/17/2015-23:10:39.21","Tue 11/17/2015-23:27:40.89",1447776639,1447777660,20334,1447776625,1447777678,14,18,1021,1053,32
"blast500k_test_pub_fileFULL_gr_2048","IS24T-06XX288-DT","Tue 11/17/2015-23:01:30.40","Tue 11/17/2015-23:29:11.46",1447776090,1447777751,20335,1447776048,1447777767,42,16,1661,1719,58
"blast500k_test_pub_fileFULL_gr_2049","IS24T-06XX263-DT","Tue 11/17/2015-23:18:00.65","Tue 11/17/2015-23:31:36.34",1447777080,1447777896,20336,1447777059,1447777910,21,14,816,851,35
"blast500k_test_pub_fileFULL_gr_205","IS24T-06XX265-DT","Tue 11/17/2015-18:10:00.75","Tue 11/17/2015-18:28:13.05",1447758600,1447759693,18492,1447758577,1447759709,23,16,1093,1132,39
"blast500k_test_pub_fileFULL_gr_2050","IS24T-06XX284-DT","Tue 11/17/2015-23:02:52.17","Tue 11/17/2015-23:29:40.46",1447776172,1447777780,20337,1447776180,1447777842,-8,62,1608,1662,54
"blast500k_test_pub_fileFULL_gr_2051","IS24T-06XX289-DT","Tue 11/17/2015-23:10:57.65","Tue 11/17/2015-23:28:22.66",1447776657,1447777702,20338,1447776653,1447777735,4,33,1045,1082,37
"blast500k_test_pub_fileFULL_gr_2052","IS24T-06XX292-DT","Tue 11/17/2015-23:10:57.68","Tue 11/17/2015-23:27:23.05",1447776657,1447777643,20339,1447776701,1447777728,-44,85,986,1027,41
"blast500k_test_pub_fileFULL_gr_2053","IS24T-06XX287-DT","Tue 11/17/2015-23:04:05.11","Tue 11/17/2015-23:19:15.99",1447776245,1447777155,20340,1447776247,1447777191,-2,36,910,944,34
"blast500k_test_pub_fileFULL_gr_2054","IS24T-06XX285-DT","Tue 11/17/2015-23:36:49.18","Tue 11/17/2015-23:50:15.63",1447778209,1447779015,20341,1447778197,1447779043,12,28,806,846,40
"blast500k_test_pub_fileFULL_gr_2055","IS24T-06XX284-DT","Tue 11/17/2015-23:15:23.52","Tue 11/17/2015-23:29:52.77",1447776923,1447777792,20342,1447776912,1447777855,11,63,869,943,74
"blast500k_test_pub_fileFULL_gr_2056","IS24T-06XX295-DT","Tue 11/17/2015-23:08:55.69","Tue 11/17/2015-23:22:58.67",1447776535,1447777378,20343,1447776555,1447777440,-20,62,843,885,42
"blast500k_test_pub_fileFULL_gr_2057","IS24T-06XX280-DT","Tue 11/17/2015-23:24:47.33","Tue 11/17/2015-23:36:42.16",1447777487,1447778202,20344,1447777638,1447778386,-151,184,715,748,33
"blast500k_test_pub_fileFULL_gr_2058","IS24T-06XX299-DT","Wed 11/18/2015- 0:04:22.79","Wed 11/18/2015- 0:30:41.69",1447779862,1447781441,20345,1447779886,1447781496,-24,55,1579,1610,31
"blast500k_test_pub_fileFULL_gr_2059","IS24T-06XX263-DT","Tue 11/17/2015-23:04:40.26","Tue 11/17/2015-23:17:31.71",1447776280,1447777051,20346,1447776262,1447777071,18,20,771,809,38
"blast500k_test_pub_fileFULL_gr_206","IS24T-06XX275-DT","Tue 11/17/2015-17:59:22.77","Tue 11/17/2015-18:17:30.29",1447757962,1447759050,18493,1447757961,1447759078,1,28,1088,1117,29
"blast500k_test_pub_fileFULL_gr_2060","IS24T-06XX276-DT","Tue 11/17/2015-23:00:24.99","Tue 11/17/2015-23:17:01.42",1447776024,1447777021,20347,1447776007,1447777037,17,16,997,1030,33
"blast500k_test_pub_fileFULL_gr_2061","IS24T-06XX300-DT","Tue 11/17/2015-23:02:29.27","Tue 11/17/2015-23:15:46.45",1447776149,1447776946,20348,1447776147,1447776963,2,17,797,816,19
"blast500k_test_pub_fileFULL_gr_2062","IS24T-06XX275-DT","Tue 11/17/2015-23:14:39.65","Tue 11/17/2015-23:28:37.72",1447776879,1447777717,20349,1447776867,1447777747,12,30,838,880,42
"blast500k_test_pub_fileFULL_gr_2063","IS24T-06XX285-DT","Tue 11/17/2015-23:11:03.89","Tue 11/17/2015-23:25:13.40",1447776663,1447777513,20350,1447776649,1447777536,14,23,850,887,37
"blast500k_test_pub_fileFULL_gr_2064","IS24T-06XX284-DT","Tue 11/17/2015-23:02:52.17","Tue 11/17/2015-23:25:50.86",1447776172,1447777550,20351,1447776168,1447777612,4,62,1378,1444,66
"blast500k_test_pub_fileFULL_gr_2065","IS24T-06XX265-DT","Tue 11/17/2015-23:02:57.61","Tue 11/17/2015-23:19:31.45",1447776177,1447777171,20352,1447776153,1447777184,24,13,994,1031,37
"blast500k_test_pub_fileFULL_gr_2066","IS24T-06XX254-DT","Tue 11/17/2015-23:19:34.92","Tue 11/17/2015-23:36:15.94",1447777174,1447778175,20353,1447777140,1447778192,34,17,1001,1052,51
"blast500k_test_pub_fileFULL_gr_2067","IS24T-06XX261-DT","Tue 11/17/2015-23:22:00.79","Tue 11/17/2015-23:34:24.49",1447777320,1447778064,20354,1447777298,1447778077,22,13,744,779,35
