"wu_name","node_name","start_blast","end_blast","start_blast_epoch","end_blast_epoch","ID","sent","received","diff_sent","diff_rec","diff_blast","diff_all","diff_server_client"
"blast500k_test_pub_fileFULL_gr_4530","IS24T-06XX276-DT","Wed 11/18/2015- 5:53:44.94","Wed 11/18/2015- 6:08:26.71",1447800824,1447801706,22817,1447800802,1447801721,22,15,882,919,37
"blast500k_test_pub_fileFULL_gr_4531","IS24T-06XX252-DT","Wed 11/18/2015- 5:48:57.42","Wed 11/18/2015- 6:13:15.20",1447800537,1447801995,22818,1447800511,1447802013,26,18,1458,1502,44
"blast500k_test_pub_fileFULL_gr_4532","IS24T-06XX271-DT","Wed 11/18/2015- 5:57:09.54","Wed 11/18/2015- 6:10:50.92",1447801029,1447801850,22819,1447801004,1447801866,25,16,821,862,41
"blast500k_test_pub_fileFULL_gr_4533","IS24T-06XX288-DT","Wed 11/18/2015- 5:57:06.13","Wed 11/18/2015- 6:20:53.63",1447801026,1447802453,22820,1447800973,1447802464,53,11,1427,1491,64
"blast500k_test_pub_fileFULL_gr_4534","IS24T-06XX281-DT","Wed 11/18/2015- 6:26:47.06","Wed 11/18/2015- 6:48:23.10",1447802807,1447804103,22821,1447802792,1447804133,15,30,1296,1341,45
"blast500k_test_pub_fileFULL_gr_4535","IS24T-06XX300-DT","Wed 11/18/2015- 5:59:12.15","Wed 11/18/2015- 6:12:05.51",1447801152,1447801925,22822,1447801138,1447801951,14,26,773,813,40
"blast500k_test_pub_fileFULL_gr_4536","IS24T-06XX258-DT","Wed 11/18/2015- 5:57:46.05","Wed 11/18/2015- 6:09:19.25",1447801066,1447801759,22823,1447801039,1447801773,27,14,693,734,41
"blast500k_test_pub_fileFULL_gr_4537","IS24T-06XX279-DT","Wed 11/18/2015- 6:23:28.20","Wed 11/18/2015- 6:35:31.29",1447802608,1447803331,22824,1447802620,1447803375,-12,44,723,755,32
"blast500k_test_pub_fileFULL_gr_4538","IS24T-06XX289-DT","Wed 11/18/2015- 5:52:52.16","Wed 11/18/2015- 6:07:01.07",1447800772,1447801621,22825,1447800762,1447801654,10,33,849,892,43
"blast500k_test_pub_fileFULL_gr_4539","IS24T-06XX296-DT","Wed 11/18/2015- 7:05:21.74","Wed 11/18/2015- 7:19:33.87",1447805121,1447805973,22826,1447805108,1447806000,13,27,852,892,40
"blast500k_test_pub_fileFULL_gr_454","IS24T-06XX268-DT","Tue 11/17/2015-18:38:26.24","Tue 11/17/2015-18:52:22.51",1447760306,1447761142,18741,1447760279,1447761159,27,17,836,880,44
"blast500k_test_pub_fileFULL_gr_4540","IS24T-06XX257-DT","Wed 11/18/2015- 6:30:25.92","Wed 11/18/2015- 6:48:49.00",1447803025,1447804129,22827,1447802998,1447804144,27,15,1104,1146,42
"blast500k_test_pub_fileFULL_gr_4541","IS24T-06XX298-DT","Wed 11/18/2015- 5:47:25.78","Wed 11/18/2015- 6:00:15.53",1447800445,1447801215,22828,1447800473,1447801278,-28,63,770,805,35
"blast500k_test_pub_fileFULL_gr_4542","IS24T-06XX299-DT","Wed 11/18/2015- 5:49:44.67","Wed 11/18/2015- 5:59:05.97",1447800584,1447801145,22829,1447800599,1447801200,-15,55,561,601,40
"blast500k_test_pub_fileFULL_gr_4543","IS24T-06XX258-DT","Wed 11/18/2015- 5:52:02.52","Wed 11/18/2015- 6:03:13.24",1447800722,1447801393,22830,1447800710,1447801407,12,14,671,697,26
"blast500k_test_pub_fileFULL_gr_4544","IS24T-06XX267-DT","Wed 11/18/2015- 6:20:15.66","Wed 11/18/2015- 6:37:05.26",1447802415,1447803425,22831,1447802392,1447803442,23,17,1010,1050,40
"blast500k_test_pub_fileFULL_gr_4545","IS24T-06XX256-DT","Wed 11/18/2015- 5:48:54.14","Wed 11/18/2015- 5:57:50.43",1447800534,1447801070,22832,1447800509,1447801089,25,19,536,580,44
"blast500k_test_pub_fileFULL_gr_4546","IS24T-06XX263-DT","Wed 11/18/2015- 5:53:57.91","Wed 11/18/2015- 6:05:19.58",1447800837,1447801519,22833,1447800810,1447801535,27,16,682,725,43
"blast500k_test_pub_fileFULL_gr_4547","IS24T-06XX277-DT","Wed 11/18/2015- 5:46:18.95","Wed 11/18/2015- 6:02:24.19",1447800378,1447801344,22834,1447800356,1447801351,22,7,966,995,29
"blast500k_test_pub_fileFULL_gr_4548","IS24T-06XX300-DT","Wed 11/18/2015- 6:28:32.71","Wed 11/18/2015- 6:39:46.32",1447802912,1447803586,22835,1447802891,1447803613,21,27,674,722,48
"blast500k_test_pub_fileFULL_gr_4549","IS24T-06XX252-DT","Wed 11/18/2015- 6:17:11.95","Wed 11/18/2015- 6:29:38.84",1447802231,1447802978,22836,1447802207,1447802998,24,20,747,791,44
"blast500k_test_pub_fileFULL_gr_455","IS24T-06XX262-DT","Tue 11/17/2015-18:46:43.74","Tue 11/17/2015-19:03:53.45",1447760803,1447761833,18742,1447760782,1447761859,21,26,1030,1077,47
"blast500k_test_pub_fileFULL_gr_4550","IS24T-06XX289-DT","Wed 11/18/2015- 6:07:29.26","Wed 11/18/2015- 6:26:35.80",1447801649,1447802795,22837,1447801642,1447802831,7,36,1146,1189,43
"blast500k_test_pub_fileFULL_gr_4551","IS24T-06XX259-DT","Wed 11/18/2015- 6:05:48.73","Wed 11/18/2015- 6:20:01.56",1447801548,1447802401,22838,1447801524,1447802421,24,20,853,897,44
"blast500k_test_pub_fileFULL_gr_4552","IS24T-06XX293-DT","Wed 11/18/2015- 5:46:59.24","Wed 11/18/2015- 6:11:54.38",1447800419,1447801914,22839,1447800412,1447801952,7,38,1495,1540,45
"blast500k_test_pub_fileFULL_gr_4553","IS24T-06XX268-DT","Wed 11/18/2015- 5:52:58.30","Wed 11/18/2015- 6:19:44.04",1447800778,1447802384,22840,1447800754,1447802399,24,15,1606,1645,39
"blast500k_test_pub_fileFULL_gr_4554","IS24T-06XX253-DT","Wed 11/18/2015- 6:13:24.37","Wed 11/18/2015- 6:30:23.35",1447802004,1447803023,22841,1447801978,1447803039,26,16,1019,1061,42
"blast500k_test_pub_fileFULL_gr_4555","IS24T-06XX264-DT","Wed 11/18/2015- 6:43:34.64","Wed 11/18/2015- 7:13:01.63",1447803814,1447805581,22842,1447803773,1447805594,41,13,1767,1821,54
"blast500k_test_pub_fileFULL_gr_4556","IS24T-06XX288-DT","Wed 11/18/2015- 6:07:36.93","Wed 11/18/2015- 6:33:19.26",1447801656,1447803199,22843,1447801617,1447803214,39,15,1543,1597,54
"blast500k_test_pub_fileFULL_gr_4557","IS24T-06XX273-DT","Wed 11/18/2015- 6:03:44.47","Wed 11/18/2015- 6:18:45.04",1447801424,1447802325,22844,1447801410,1447802342,14,17,901,932,31
"blast500k_test_pub_fileFULL_gr_4558","IS24T-06XX266-DT","Wed 11/18/2015- 5:52:06.25","Wed 11/18/2015- 6:07:27.29",1447800726,1447801647,22845,1447800708,1447801662,18,15,921,954,33
"blast500k_test_pub_fileFULL_gr_4559","IS24T-06XX264-DT","Wed 11/18/2015- 6:34:20.73","Wed 11/18/2015- 6:49:45.01",1447803260,1447804185,22846,1447803222,1447804198,38,13,925,976,51
"blast500k_test_pub_fileFULL_gr_456","IS24T-06XX300-DT","Tue 11/17/2015-18:54:34.30","Tue 11/17/2015-19:11:48.68",1447761274,1447762308,18743,1447761256,1447762328,18,20,1034,1072,38
"blast500k_test_pub_fileFULL_gr_4560","IS24T-06XX288-DT","Wed 11/18/2015- 6:28:38.98","Wed 11/18/2015- 6:54:37.28",1447802918,1447804477,22847,1447802879,1447804492,39,15,1559,1613,54
"blast500k_test_pub_fileFULL_gr_4561","IS24T-06XX268-DT","Wed 11/18/2015- 5:55:36.73","Wed 11/18/2015- 6:16:14.35",1447800936,1447802174,22848,1447800916,1447802191,20,17,1238,1275,37
"blast500k_test_pub_fileFULL_gr_4562","IS24T-06XX283-DT","Wed 11/18/2015- 5:57:37.04","Wed 11/18/2015- 6:11:01.31",1447801057,1447801861,22849,1447801038,1447801887,19,26,804,849,45
"blast500k_test_pub_fileFULL_gr_4563","IS24T-06XX287-DT","Wed 11/18/2015- 5:54:22.54","Wed 11/18/2015- 6:11:51.80",1447800862,1447801911,22850,1447800856,1447801947,6,36,1049,1091,42
"blast500k_test_pub_fileFULL_gr_4564","IS24T-06XX277-DT","Wed 11/18/2015- 6:01:51.76","Wed 11/18/2015- 6:19:18.43",1447801311,1447802358,22851,1447801285,1447802376,26,18,1047,1091,44
"blast500k_test_pub_fileFULL_gr_4565","IS24T-06XX260-DT","Wed 11/18/2015- 6:18:37.80","Wed 11/18/2015- 6:39:00.99",1447802317,1447803540,22852,1447802302,1447803557,15,17,1223,1255,32
"blast500k_test_pub_fileFULL_gr_4566","IS24T-06XX294-DT","Wed 11/18/2015- 6:23:03.13","Wed 11/18/2015- 6:44:29.95",1447802583,1447803869,22853,1447802570,1447803897,13,28,1286,1327,41
"blast500k_test_pub_fileFULL_gr_4567","IS24T-06XX264-DT","Wed 11/18/2015- 6:07:17.46","Wed 11/18/2015- 6:33:41.69",1447801637,1447803221,22854,1447801609,1447803233,28,12,1584,1624,40
"blast500k_test_pub_fileFULL_gr_4568","IS24T-06XX296-DT","Wed 11/18/2015- 6:10:39.06","Wed 11/18/2015- 6:23:32.04",1447801839,1447802612,22855,1447801834,1447802640,5,28,773,806,33
"blast500k_test_pub_fileFULL_gr_4569","IS24T-06XX261-DT","Wed 11/18/2015- 6:32:07.26","Wed 11/18/2015- 6:47:56.12",1447803127,1447804076,22856,1447803115,1447804093,12,17,949,978,29
"blast500k_test_pub_fileFULL_gr_457","IS24T-06XX273-DT","Tue 11/17/2015-18:42:10.39","Tue 11/17/2015-18:59:51.88",1447760530,1447761591,18744,1447760510,1447761610,20,19,1061,1100,39
"blast500k_test_pub_fileFULL_gr_4570","IS24T-06XX271-DT","Wed 11/18/2015- 6:11:05.20","Wed 11/18/2015- 6:31:56.49",1447801865,1447803116,22857,1447801853,1447803130,12,14,1251,1277,26
"blast500k_test_pub_fileFULL_gr_4571","IS24T-06XX283-DT","Wed 11/18/2015- 6:09:26.95","Wed 11/18/2015- 6:28:24.95",1447801766,1447802904,22858,1447801756,1447802935,10,31,1138,1179,41
"blast500k_test_pub_fileFULL_gr_4572","IS24T-06XX255-DT","Wed 11/18/2015- 6:53:42.63","Wed 11/18/2015- 7:09:41.43",1447804422,1447805381,22859,1447804395,1447805397,27,16,959,1002,43
"blast500k_test_pub_fileFULL_gr_4573","IS24T-06XX289-DT","Wed 11/18/2015- 6:08:03.75","Wed 11/18/2015- 6:24:49.18",1447801683,1447802689,22860,1447801687,1447802719,-4,30,1006,1032,26
"blast500k_test_pub_fileFULL_gr_4574","IS24T-06XX298-DT","Wed 11/18/2015- 5:58:46.91","Wed 11/18/2015- 6:17:02.81",1447801126,1447802222,22861,1447801157,1447802294,-31,72,1096,1137,41
"blast500k_test_pub_fileFULL_gr_4575","IS24T-06XX209-DT","Wed 11/18/2015- 5:59:08.91","Wed 11/18/2015- 6:20:32.73",1447801148,1447802432,22862,1447801164,1447802503,-16,71,1284,1339,55
"blast500k_test_pub_fileFULL_gr_4576","IS24T-06XX284-DT","Wed 11/18/2015- 5:54:53.98","Wed 11/18/2015- 6:19:08.83",1447800893,1447802348,22863,1447800901,1447802410,-8,62,1455,1509,54
"blast500k_test_pub_fileFULL_gr_4577","IS24T-06XX279-DT","Wed 11/18/2015- 6:05:02.78","Wed 11/18/2015- 6:23:06.11",1447801502,1447802586,22864,1447801511,1447802633,-9,47,1084,1122,38
"blast500k_test_pub_fileFULL_gr_4578","IS24T-06XX260-DT","Wed 11/18/2015- 5:58:20.95","Wed 11/18/2015- 6:16:44.62",1447801100,1447802204,22865,1447801075,1447802221,25,17,1104,1146,42
"blast500k_test_pub_fileFULL_gr_4579","IS24T-06XX261-DT","Wed 11/18/2015- 5:53:45.81","Wed 11/18/2015- 6:13:40.62",1447800825,1447802020,22866,1447800803,1447802035,22,15,1195,1232,37
"blast500k_test_pub_fileFULL_gr_458","IS24T-06XX259-DT","Tue 11/17/2015-18:50:50.57","Tue 11/17/2015-19:11:41.72",1447761050,1447762301,18745,1447761027,1447762317,23,16,1251,1290,39
"blast500k_test_pub_fileFULL_gr_4580","IS24T-06XX282-DT","Wed 11/18/2015- 5:57:59.40","Wed 11/18/2015- 6:13:19.48",1447801079,1447801999,22867,1447801066,1447802018,13,19,920,952,32
"blast500k_test_pub_fileFULL_gr_4581","IS24T-06XX287-DT","Wed 11/18/2015- 5:55:47.93","Wed 11/18/2015- 6:10:31.01",1447800947,1447801831,22868,1447800946,1447801864,1,33,884,918,34
"blast500k_test_pub_fileFULL_gr_4582","IS24T-06XX297-DT","Wed 11/18/2015- 6:18:28.30","Wed 11/18/2015- 6:36:57.74",1447802308,1447803417,22869,1447802290,1447803452,18,35,1109,1162,53
"blast500k_test_pub_fileFULL_gr_4583","IS24T-06XX274-DT","Wed 11/18/2015- 6:06:05.26","Wed 11/18/2015- 6:19:08.25",1447801565,1447802348,22870,1447801540,1447802364,25,16,783,824,41
"blast500k_test_pub_fileFULL_gr_4584","IS24T-06XX286-DT","Wed 11/18/2015- 6:01:11.98","Wed 11/18/2015- 6:19:13.82",1447801271,1447802353,22871,1447801272,1447802382,-1,29,1082,1110,28
"blast500k_test_pub_fileFULL_gr_4585","IS24T-06XX281-DT","Wed 11/18/2015- 6:07:24.26","Wed 11/18/2015- 6:26:05.81",1447801644,1447802765,22872,1447801630,1447802792,14,27,1121,1162,41
"blast500k_test_pub_fileFULL_gr_4586","IS24T-06XX275-DT","Wed 11/18/2015- 6:11:42.60","Wed 11/18/2015- 6:26:58.34",1447801902,1447802818,22873,1447801891,1447802847,11,29,916,956,40
"blast500k_test_pub_fileFULL_gr_4587","IS24T-06XX267-DT","Wed 11/18/2015- 6:09:22.65","Wed 11/18/2015- 6:20:27.63",1447801762,1447802427,22874,1447801749,1447802444,13,17,665,695,30
"blast500k_test_pub_fileFULL_gr_4588","IS24T-06XX209-DT","Wed 11/18/2015- 6:06:40.06","Wed 11/18/2015- 6:27:41.91",1447801600,1447802861,22875,1447801602,1447802932,-2,71,1261,1330,69
"blast500k_test_pub_fileFULL_gr_4589","IS24T-06XX264-DT","Wed 11/18/2015- 6:13:25.49","Wed 11/18/2015- 6:33:40.22",1447802005,1447803220,22876,1447801976,1447803233,29,13,1215,1257,42
"blast500k_test_pub_fileFULL_gr_459","IS24T-06XX260-DT","Tue 11/17/2015-19:27:00.87","Tue 11/17/2015-19:46:22.34",1447763220,1447764382,18746,1447763201,1447764399,19,17,1162,1198,36
"blast500k_test_pub_fileFULL_gr_4590","IS24T-06XX292-DT","Wed 11/18/2015- 6:04:16.84","Wed 11/18/2015- 6:22:13.12",1447801456,1447802533,22877,1447801500,1447802615,-44,82,1077,1115,38
"blast500k_test_pub_fileFULL_gr_4591","IS24T-06XX269-DT","Wed 11/18/2015- 6:00:37.94","Wed 11/18/2015- 6:15:43.68",1447801237,1447802143,22878,1447801227,1447802174,10,31,906,947,41
"blast500k_test_pub_fileFULL_gr_4592","IS24T-06XX272-DT","Wed 11/18/2015- 5:58:37.62","Wed 11/18/2015- 6:12:20.79",1447801117,1447801940,22879,1447800958,1447801959,159,19,823,1001,178
"blast500k_test_pub_fileFULL_gr_4593","IS24T-06XX272-DT","Wed 11/18/2015- 6:00:40.31","Wed 11/18/2015- 6:22:42.97",1447801240,1447802562,22880,1447801225,1447802581,15,19,1322,1356,34
"blast500k_test_pub_fileFULL_gr_4594","IS24T-06XX299-DT","Wed 11/18/2015- 5:55:43.45","Wed 11/18/2015- 6:12:45.24",1447800943,1447801965,22881,1447800960,1447802017,-17,52,1022,1057,35
"blast500k_test_pub_fileFULL_gr_4595","IS24T-06XX257-DT","Wed 11/18/2015- 6:04:16.22","Wed 11/18/2015- 6:18:45.83",1447801456,1447802325,22882,1447801429,1447802342,27,17,869,913,44
"blast500k_test_pub_fileFULL_gr_4596","IS24T-06XX275-DT","Wed 11/18/2015- 5:59:23.90","Wed 11/18/2015- 6:15:03.92",1447801163,1447802103,22883,1447801137,1447802134,26,31,940,997,57
"blast500k_test_pub_fileFULL_gr_4597","IS24T-06XX261-DT","Wed 11/18/2015- 6:01:15.40","Wed 11/18/2015- 6:19:34.46",1447801275,1447802374,22884,1447801250,1447802392,25,18,1099,1142,43
"blast500k_test_pub_fileFULL_gr_4598","IS24T-06XX298-DT","Wed 11/18/2015- 6:17:19.23","Wed 11/18/2015- 6:40:00.77",1447802239,1447803600,22885,1447802282,1447803670,-43,70,1361,1388,27
"blast500k_test_pub_fileFULL_gr_4599","IS24T-06XX295-DT","Wed 11/18/2015- 6:31:53.48","Wed 11/18/2015- 6:46:28.82",1447803113,1447803988,22886,1447803115,1447804049,-2,61,875,934,59
"blast500k_test_pub_fileFULL_gr_46","IS24T-06XX257-DT","Tue 11/17/2015-17:43:17.93","Tue 11/17/2015-18:05:29.11",1447756997,1447758329,18333,1447756970,1447758344,27,15,1332,1374,42
"blast500k_test_pub_fileFULL_gr_460","IS24T-06XX262-DT","Tue 11/17/2015-19:10:21.61","Tue 11/17/2015-19:38:12.50",1447762221,1447763892,18747,1447762204,1447763918,17,26,1671,1714,43
"blast500k_test_pub_fileFULL_gr_4600","IS24T-06XX298-DT","Wed 11/18/2015- 6:00:38.43","Wed 11/18/2015- 6:15:24.82",1447801238,1447802124,22887,1447801278,1447802197,-40,73,886,919,33
"blast500k_test_pub_fileFULL_gr_4601","IS24T-06XX281-DT","Wed 11/18/2015- 5:57:24.66","Wed 11/18/2015- 6:14:11.36",1447801044,1447802051,22888,1447801028,1447802079,16,28,1007,1051,44
"blast500k_test_pub_fileFULL_gr_4602","IS24T-06XX269-DT","Wed 11/18/2015- 6:04:45.83","Wed 11/18/2015- 6:16:46.55",1447801485,1447802206,22889,1447801484,1447802234,1,28,721,750,29
"blast500k_test_pub_fileFULL_gr_4603","IS24T-06XX269-DT","Wed 11/18/2015- 6:29:31.94","Wed 11/18/2015- 6:48:24.62",1447802971,1447804104,22890,1447802962,1447804135,9,31,1133,1173,40
"blast500k_test_pub_fileFULL_gr_4604","IS24T-06XX295-DT","Wed 11/18/2015- 5:57:49.90","Wed 11/18/2015- 6:08:02.56",1447801069,1447801682,22891,1447801088,1447801737,-19,55,613,649,36
"blast500k_test_pub_fileFULL_gr_4605","IS24T-06XX264-DT","Wed 11/18/2015- 6:04:48.44","Wed 11/18/2015- 6:26:25.43",1447801488,1447802785,22892,1447801450,1447802799,38,14,1297,1349,52
"blast500k_test_pub_fileFULL_gr_4606","IS24T-06XX264-DT","Wed 11/18/2015- 7:03:38.44","Wed 11/18/2015- 7:17:09.88",1447805018,1447805829,22893,1447804984,1447805846,34,17,811,862,51
"blast500k_test_pub_fileFULL_gr_4607","IS24T-06XX296-DT","Wed 11/18/2015- 6:35:49.26","Wed 11/18/2015- 6:50:38.21",1447803349,1447804238,22894,1447803346,1447804268,3,30,889,922,33
"blast500k_test_pub_fileFULL_gr_4608","IS24T-06XX285-DT","Wed 11/18/2015- 6:11:56.76","Wed 11/18/2015- 6:22:11.35",1447801916,1447802531,22895,1447801902,1447802558,14,27,615,656,41
"blast500k_test_pub_fileFULL_gr_4609","IS24T-06XX273-DT","Wed 11/18/2015- 6:19:13.21","Wed 11/18/2015- 6:37:32.87",1447802353,1447803452,22896,1447802330,1447803467,23,15,1099,1137,38
"blast500k_test_pub_fileFULL_gr_461","IS24T-06XX296-DT","Tue 11/17/2015-18:38:58.42","Tue 11/17/2015-19:00:02.59",1447760338,1447761602,18748,1447760323,1447761631,15,29,1264,1308,44
"blast500k_test_pub_fileFULL_gr_4610","IS24T-06XX266-DT","Wed 11/18/2015- 6:02:04.70","Wed 11/18/2015- 6:13:06.69",1447801324,1447801986,22897,1447801299,1447802004,25,18,662,705,43
"blast500k_test_pub_fileFULL_gr_4611","IS24T-06XX263-DT","Wed 11/18/2015- 6:05:49.75","Wed 11/18/2015- 6:18:34.66",1447801549,1447802314,22898,1447801523,1447802333,26,19,765,810,45
"blast500k_test_pub_fileFULL_gr_4612","IS24T-06XX276-DT","Wed 11/18/2015- 6:49:51.35","Wed 11/18/2015- 6:59:21.45",1447804191,1447804761,22899,1447804166,1447804779,25,18,570,613,43
"blast500k_test_pub_fileFULL_gr_4613","IS24T-06XX296-DT","Wed 11/18/2015- 6:02:32.10","Wed 11/18/2015- 6:10:18.71",1447801352,1447801818,22900,1447801336,1447801846,16,28,466,510,44
"blast500k_test_pub_fileFULL_gr_4614","IS24T-06XX278-DT","Wed 11/18/2015- 6:18:16.04","Wed 11/18/2015- 6:33:33.60",1447802296,1447803213,22901,1447802284,1447803244,12,31,917,960,43
"blast500k_test_pub_fileFULL_gr_4615","IS24T-06XX265-DT","Wed 11/18/2015- 6:06:30.32","Wed 11/18/2015- 6:22:56.28",1447801590,1447802576,22902,1447801558,1447802589,32,13,986,1031,45
"blast500k_test_pub_fileFULL_gr_4616","IS24T-06XX266-DT","Wed 11/18/2015- 6:23:18.73","Wed 11/18/2015- 6:39:02.34",1447802598,1447803542,22903,1447802585,1447803557,13,15,944,972,28
"blast500k_test_pub_fileFULL_gr_4617","IS24T-06XX275-DT","Wed 11/18/2015- 6:36:44.18","Wed 11/18/2015- 6:54:49.24",1447803404,1447804489,22904,1447803392,1447804520,12,31,1085,1128,43
"blast500k_test_pub_fileFULL_gr_4618","IS24T-06XX293-DT","Wed 11/18/2015- 6:05:21.67","Wed 11/18/2015- 6:27:01.40",1447801521,1447802821,22905,1447801512,1447802854,9,33,1300,1342,42
"blast500k_test_pub_fileFULL_gr_4619","IS24T-06XX277-DT","Wed 11/18/2015- 6:16:16.85","Wed 11/18/2015- 6:33:39.06",1447802176,1447803219,22906,1447802152,1447803236,24,17,1043,1084,41
"blast500k_test_pub_fileFULL_gr_462","IS24T-06XX289-DT","Tue 11/17/2015-18:38:43.35","Tue 11/17/2015-18:51:28.45",1447760323,1447761088,18749,1447760324,1447761118,-1,30,765,794,29
"blast500k_test_pub_fileFULL_gr_4620","IS24T-06XX282-DT","Wed 11/18/2015- 6:25:39.23","Wed 11/18/2015- 6:42:58.10",1447802739,1447803778,22907,1447802727,1447803801,12,23,1039,1074,35
"blast500k_test_pub_fileFULL_gr_4621","IS24T-06XX258-DT","Wed 11/18/2015- 6:09:44.46","Wed 11/18/2015- 6:21:23.44",1447801784,1447802483,22908,1447801760,1447802501,24,18,699,741,42
"blast500k_test_pub_fileFULL_gr_4622","IS24T-06XX252-DT","Wed 11/18/2015- 7:10:07.40","Wed 11/18/2015- 7:29:00.39",1447805407,1447806540,22909,1447805379,1447806554,28,14,1133,1175,42
"blast500k_test_pub_fileFULL_gr_4623","IS24T-06XX256-DT","Wed 11/18/2015- 6:17:01.04","Wed 11/18/2015- 6:33:00.49",1447802221,1447803180,22910,1447802196,1447803199,25,19,959,1003,44
"blast500k_test_pub_fileFULL_gr_4624","IS24T-06XX286-DT","Wed 11/18/2015- 6:32:27.35","Wed 11/18/2015- 6:57:34.66",1447803147,1447804654,22911,1447803133,1447804685,14,31,1507,1552,45
"blast500k_test_pub_fileFULL_gr_4625","IS24T-06XX277-DT","Wed 11/18/2015- 6:02:42.55","Wed 11/18/2015- 6:15:47.53",1447801362,1447802147,22912,1447801351,1447802164,11,17,785,813,28
"blast500k_test_pub_fileFULL_gr_4626","IS24T-06XX297-DT","Wed 11/18/2015- 6:01:13.76","Wed 11/18/2015- 6:28:00.09",1447801273,1447802880,22913,1447801263,1447802914,10,34,1607,1651,44
"blast500k_test_pub_fileFULL_gr_4627","IS24T-06XX288-DT","Wed 11/18/2015- 6:09:18.95","Wed 11/18/2015- 6:27:58.44",1447801758,1447802878,22914,1447801722,1447802891,36,13,1120,1169,49
"blast500k_test_pub_fileFULL_gr_4628","IS24T-06XX263-DT","Wed 11/18/2015- 6:19:09.40","Wed 11/18/2015- 6:30:55.90",1447802349,1447803055,22915,1447802321,1447803070,28,15,706,749,43
"blast500k_test_pub_fileFULL_gr_4629","IS24T-06XX299-DT","Wed 11/18/2015- 6:13:11.95","Wed 11/18/2015- 6:38:45.49",1447801991,1447803525,22916,1447802004,1447803579,-13,54,1534,1575,41
"blast500k_test_pub_fileFULL_gr_463","IS24T-06XX284-DT","Tue 11/17/2015-19:45:27.16","Tue 11/17/2015-20:09:52.30",1447764327,1447765792,18750,1447764337,1447765852,-10,60,1465,1515,50
"blast500k_test_pub_fileFULL_gr_4630","IS24T-06XX300-DT","Wed 11/18/2015- 6:05:31.57","Wed 11/18/2015- 6:17:45.29",1447801531,1447802265,22917,1447801528,1447802292,3,27,734,764,30
"blast500k_test_pub_fileFULL_gr_4631","IS24T-06XX288-DT","Wed 11/18/2015- 6:21:40.08","Wed 11/18/2015- 6:49:58.20",1447802500,1447804198,22918,1447802453,1447804208,47,10,1698,1755,57
"blast500k_test_pub_fileFULL_gr_4632","IS24T-06XX289-DT","Wed 11/18/2015- 6:51:18.24","Wed 11/18/2015- 7:06:27.14",1447804278,1447805187,22919,1447804272,1447805219,6,32,909,947,38
"blast500k_test_pub_fileFULL_gr_4633","IS24T-06XX255-DT","Wed 11/18/2015- 6:02:47.38","Wed 11/18/2015- 6:22:35.45",1447801367,1447802555,22920,1447801344,1447802569,23,14,1188,1225,37
"blast500k_test_pub_fileFULL_gr_4634","IS24T-06XX262-DT","Wed 11/18/2015- 6:01:58.85","Wed 11/18/2015- 6:24:55.10",1447801318,1447802695,22921,1447801292,1447802723,26,28,1377,1431,54
"blast500k_test_pub_fileFULL_gr_4635","IS24T-06XX254-DT","Wed 11/18/2015- 6:05:56.24","Wed 11/18/2015- 6:37:22.64",1447801556,1447803442,22922,1447801501,1447803457,55,15,1886,1956,70
"blast500k_test_pub_fileFULL_gr_4636","IS24T-06XX253-DT","Wed 11/18/2015- 6:02:21.90","Wed 11/18/2015- 6:12:40.82",1447801341,1447801960,22923,1447801325,1447801978,16,18,619,653,34
"blast500k_test_pub_fileFULL_gr_4637","IS24T-06XX209-DT","Wed 11/18/2015- 6:02:42.25","Wed 11/18/2015- 6:33:28.75",1447801362,1447803208,22924,1447801377,1447803276,-15,68,1846,1899,53
